Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2014-02-21,917.72412109375,920.7614475855845,911.5039047890281,914.5204074980184,1717860
2014-02-24,906.1573486328125,917.5368853830392,902.9120891386215,917.0167987231464,2450424
2014-02-25,910.7344970703125,915.1448744464202,907.0315191148879,910.7761446525182,3305374
2014-02-26,907.925537109375,913.2720679796547,905.845190713066,912.8559987003929,3859712
2014-02-28,946.86962890625,948.6379232807865,898.7719812870915,899.125680793763,3988192
2014-03-03,932.0159301757812,956.5431917894291,927.0022754705733,945.2261286704809,1606078
2014-03-04,932.2657470703125,937.8203135163901,925.3382330348054,929.1660507332718,2030332
2014-03-05,936.9465942382812,951.238618043282,933.0564064910487,938.1740801702748,2302006
2014-03-06,932.3074340820312,940.3167693965818,928.7291968941463,937.34191405438,1314562
2014-03-07,927.2103881835938,936.1767014612699,895.7139640814833,934.2835659260758,4698472
2014-03-10,891.4907836914062,927.2103712711767,888.3078943971111,927.0439841943893,3829768
2014-03-11,895.235595703125,906.0533990376392,882.899179839962,896.6294686876146,2550254
2014-03-12,906.8021850585938,911.0877190202852,895.7971727597553,895.7971727597553,1669788
2014-03-13,894.3619384765625,916.1847567117801,889.0778777705426,893.737834418857,2019884
2014-03-14,890.2011108398438,898.9177425519453,883.8560538743648,890.8043910223165,2161246
2014-03-18,882.8992309570312,895.2981188895636,875.5139994068488,888.5161676290011,2565842
2014-03-19,848.5318603515625,863.3439193644012,837.5684429069748,863.3439193644012,8652662
2014-03-20,877.1574096679688,883.2736089805625,836.8819258535734,847.9493607376425,5728956
2014-03-21,884.9796752929688,892.4689250133606,867.5047592787212,884.1475364351475,4680776
2014-03-24,895.6310424804688,897.8569528511567,884.6259254467292,889.1194953398576,2183014
2014-03-25,893.1552734375,903.7026726100968,886.227759051338,892.0527302375909,2249968
2014-03-26,871.0411376953125,898.0856440006363,868.5655455109411,893.7377398412809,3192350
2014-03-27,871.3533935546875,879.986834125899,859.2041866571134,874.1410383870924,5012476
2014-03-28,874.6193237304688,883.2527617801801,865.4449752701929,872.4973296503381,2971162
2014-03-31,887.5384521484375,892.4480916729187,866.2565417192473,875.4100690572989,2683268
2014-04-01,905.658203125,909.1115993101207,892.4271764667498,892.4688240367088,2755932
2014-04-02,903.8065185546875,916.1845799780973,899.1465628052872,911.191748479579,3763016
2014-04-03,901.414306640625,907.8633819939274,893.5506360351475,904.056387820366,1581194
2014-04-04,889.9099731445312,909.9436717887666,886.227718751748,903.7026315158669,1694656
2014-04-07,896.130126953125,901.1853285888093,882.3581917491142,886.2693043275564,2594986
2014-04-09,890.5548706054688,899.5420099490389,875.8260550151373,895.3813161009859,3350500
2014-04-10,884.6260375976562,893.9876004037435,880.0700973479186,890.5550273748448,2152886
2014-04-11,900.4158325195312,904.9093007926833,873.7457432485943,881.2349924764394,2340742
2014-04-15,937.3004150390625,939.484779561959,904.555770983152,907.4474332261437,3597244
2014-04-16,913.8134155273438,941.9812988930136,908.7789342080122,941.9812988930136,3475910
2014-04-17,924.8807983398438,926.586723824651,891.512046652711,923.6742374902224,7681438
2014-04-21,924.4017333984375,933.2015562352868,920.0538306293544,923.6736123076544,1842594
2014-04-22,924.1107788085938,936.114317681977,923.6322381453698,929.4780323775655,1486274
2014-04-23,921.073486328125,933.6179360917434,915.8102498951637,928.4170694269884,1938992
2014-04-24,921.073486328125,921.073486328125,921.073486328125,921.073486328125,0
2014-04-25,917.5368041992188,929.9148656094565,912.5231489255752,926.586311280653,3160448
2014-04-28,911.7537231445312,924.7974379272481,907.0729423800398,917.5370471906589,2550766
2014-04-29,912.9602661132812,917.9947464032421,905.7414215088189,909.5276936190647,1846180
2014-04-30,910.8590698242188,917.682668629683,907.4473212112061,909.1532463074319,2397378
2014-05-02,918.868408203125,923.6323823206827,907.5513413059372,907.5513413059372,1917778
2014-05-05,921.0527954101562,927.4186774419991,917.0793123892114,919.846234801654,1314478
2014-05-06,914.894775390625,924.3396300971156,911.1917991218531,921.0526215635887,961232
2014-05-07,901.018798828125,916.6005721698747,890.429856564922,911.6285648700368,4716182
2014-05-08,899.5628662109375,907.7802368575124,893.5714059057689,900.8318981962972,2606900
2014-05-09,898.6681518554688,908.9866920906493,895.3812446097243,895.3812446097243,1799440
2014-05-12,898.4390869140625,901.4971346519895,883.3773002876261,895.7970068056592,2886064
2014-05-13,919.9083862304688,931.579150255448,901.1228982181833,901.1228982181833,2547484
2014-05-14,922.0514526367188,931.0384908719889,915.810411537457,921.3440533819131,1389228
2014-05-15,912.5023193359375,925.7541668048885,903.3487949900016,922.0511907694355,2520196
2014-05-16,899.021728515625,937.5705080374956,873.8495361864822,915.373272113084,5241798
2014-05-19,847.4083862304688,898.7097550646265,831.9306274313521,894.5490617541421,6516606
2014-05-20,860.5145874023438,898.7097730738689,843.7886202749102,843.7886202749102,4702114
2014-05-21,866.6100463867188,869.168832139658,855.3553506714186,857.6020844262225,4116946
2014-05-22,878.717529296875,883.7311846291338,863.3854366882247,872.3932963140943,4216842
2014-05-23,885.3538208007812,894.1329236423456,872.0812507930929,881.6508446710704,3094780
2014-05-26,896.2131958007812,902.7039169592363,887.7254234361035,894.132849478124,2650850
2014-05-27,886.8309326171875,908.9450779432664,881.2348205739038,898.7721017963316,1795094
2014-05-28,894.77783203125,898.1895798937703,883.0862443491001,890.3882807053473,1887488
2014-05-29,898.6887817382812,907.0309907535246,888.391067508396,892.4685665900506,2820710
2014-05-30,890.9502563476562,901.6223958980592,886.2901977725836,898.2106471108727,2585648
2014-06-02,886.16552734375,897.7738239560306,880.4237488211196,892.052869221054,1095158
2014-06-03,885.6453247070312,889.5563362552367,875.9092402475006,886.1654114330926,2484628
2014-06-04,869.2730712890625,888.2666004571358,864.1762206855966,886.2279008475305,2141062
2014-06-05,875.4723510742188,880.569201012863,860.4314835197093,866.7141718309567,4348470
2014-06-06,875.5142822265625,885.4067635009568,863.6475299305805,882.1932274528841,3361586
2014-06-09,887.9273071289062,889.6915474770807,873.7291873240453,876.6696220890781,2666196
2014-06-10,906.556884765625,907.7330790327887,888.4312480782897,888.4312480782897,2628068
2014-06-11,927.0560913085938,930.0175498168239,898.1768200575067,909.4345055796856,3544562
2014-06-12,939.8258056640625,946.819797306602,917.3314638818069,944.7194871972263,2734338
2014-06-13,929.8282470703125,940.5188043037925,917.8564802446501,940.0987423099097,1904022
2014-06-16,953.435546875,956.4599722007098,928.3368470508866,928.3368470508866,2439906
2014-06-17,957.678466796875,964.8824896399395,953.9608767837626,959.7996980198051,1918144
2014-06-18,935.499267578125,963.2023410005506,933.083910639288,963.2023410005506,1948824
2014-06-19,956.0822143554688,961.5219971926591,928.3791436846345,936.7383371514329,1896354
2014-06-20,962.9500732421875,965.7225234220159,950.1802296566334,959.7996082897452,1155674
2014-06-23,953.0577392578125,966.1005827186627,946.840800954304,963.2021958505188,1262734
2014-06-24,969.944580078125,974.3342092706084,947.2401991399965,953.1210695559433,1479100
2014-06-25,970.5742797851562,974.543845195479,963.2021711350143,970.3432251730846,1028422
2014-06-26,969.3562622070312,984.6885288279869,962.4252375701609,964.4625797729909,2036182
2014-06-27,1007.9600830078125,1011.0474780647827,972.443810164605,973.2839344066479,3058836
2014-06-30,1018.8181762695312,1022.8508118677674,998.3192358820166,1008.3796987158343,2146470
2014-07-01,1004.2635498046875,1016.1303051249771,1000.7140452728279,1016.088257889761,1092790
2014-07-02,1008.8213500976562,1013.0849401082388,1001.2181837868715,1008.1492096028913,907740
2014-07-03,1015.6677856445312,1027.051505934438,1004.788221756718,1007.7286555160396,1526762
2014-07-04,1012.5596923828125,1018.8606238848835,1008.5691024315008,1013.3577693513854,536136
2014-07-07,1045.3453369140625,1049.3149024031056,1012.5174292555195,1016.5710891900382,2204902
2014-07-08,1028.9210205078125,1044.3372780207642,1022.1160354604684,1043.8332240458158,2500588
2014-07-09,1007.3719482421875,1038.6665766850117,1000.4200020878704,1037.5534530708183,1554242
2014-07-10,987.9020385742188,1016.3822686371918,980.8449749885109,1007.960003266168,1990562
2014-07-11,1005.817626953125,1012.3496128080205,991.8086181175453,995.9671916878907,1329446
2014-07-14,1019.1757202148438,1024.5315122530671,1001.9531732684003,1016.0462779268845,1587924
2014-07-15,1007.8552856445312,1020.7511750405722,1005.5239198573538,1019.1549181243088,1389656
2014-07-16,1008.92626953125,1018.2306047035274,1002.6253375714509,1012.2026721069606,1407240
2014-07-17,1000.5670776367188,1020.6670937403279,997.6476660301316,1012.3498421611021,1790220
2014-07-18,1025.455322265625,1043.8540581679151,1022.8509584059854,1029.9920123250415,3507488
2014-07-21,1034.9281005859375,1037.4905206694573,1026.2328347722266,1036.7133646863902,981072
2014-07-22,1063.7647705078125,1066.957282137455,1034.1504049996668,1035.452637979853,2399016
2014-07-23,1086.3431396484375,1090.6068298505154,1063.722865825657,1066.957322236561,2065858
2014-07-24,1090.1453857421875,1093.0018291732436,1078.2996523780616,1090.0193465730938,1481418
2014-07-25,1094.576904296875,1098.1894796664342,1078.299496624802,1089.641174228569,1806914
2014-07-28,1089.7576904296875,1094.1136291972234,1075.3218424060178,1084.6440630703603,1314922
2014-07-30,1092.177978515625,1098.4699602279543,1082.7294739290776,1087.8640639208602,1899252
2014-07-31,1085.8646240234375,1093.4192127374588,1081.3192118266807,1083.7813400690725,2407210
2014-08-01,1059.0762939453125,1089.1895364684578,1056.382769418659,1083.7392953199392,2381882
2014-08-04,1063.1378173828125,1069.808539793976,1047.1237063871856,1065.641971291139,1828636
2014-08-05,1062.1484375,1071.1129792518677,1048.007282607447,1071.0708511973285,1404656
2014-08-06,1054.9730224609375,1066.8416305401909,1048.0708002848478,1058.971284724849,1837562
2014-08-07,1039.4635009765625,1050.0693917173876,1034.9391538980205,1047.9650442389961,1672656
2014-08-08,1043.20947265625,1055.4146912397773,1037.443579599823,1037.443579599823,1464790
2014-08-11,1038.8743896484375,1050.3010599505387,1033.2347785969648,1048.3439548290614,1290896
2014-08-12,1040.28466796875,1047.9234118276893,1027.006208549487,1047.9234118276893,984552
2014-08-13,1052.1951904296875,1064.8002159136463,1039.5480368801211,1039.5480368801211,2768378
2014-08-14,1052.06884765625,1065.6418930955597,1047.9864328340814,1058.0662398271077,1578056
2014-08-18,1046.955078125,1054.2781668058662,1039.5477333375209,1048.4070574451814,1373260
2014-08-19,1026.2906494140625,1054.2363532883285,1024.8176056277393,1052.174133088028,3234156
2014-08-20,1025.3226318359375,1033.2560659245366,1022.7343245610791,1028.8158705188816,2056758
2014-08-21,1023.7439575195312,1035.3389323734118,1022.7128478322727,1029.8676290722515,2265450
2014-08-22,1037.1070556640625,1038.790534401526,1025.1543977286274,1028.6055085901498,3096238
2014-08-25,1061.45458984375,1064.1691792226704,1038.243561123842,1039.5482984694468,3143512
2014-08-26,1066.3994140625,1073.2174810388262,1052.174001018457,1064.3792194302712,1815490
2014-08-27,1073.1961669921875,1080.540319258098,1058.086992958007,1066.4833189798169,1435460
2014-08-28,1061.580810546875,1072.923229283997,1057.6456374486452,1071.9552083492636,1766288
2014-09-01,1067.809814453125,1077.4267308663084,1061.8756116878774,1062.8645941063753,810148
2014-09-02,1068.1246337890625,1075.2373897956859,1058.1080221635957,1071.4495643990956,1407940
2014-09-03,1096.9544677734375,1100.9948569729672,1068.5878982623715,1068.5878982623715,3061690
2014-09-04,1087.8427734375,1105.8138860435386,1084.7704045958649,1103.520167116017,1701598
2014-09-05,1093.6719970703125,1103.4361531453328,1087.127452962993,1094.2190454559652,1467060
2014-09-08,1112.2318115234375,1115.3041794359258,1093.8608988759074,1099.3111383723162,1697342
2014-09-09,1107.4130859375,1122.4591734709027,1104.8247791127185,1116.1461297505937,1418098
2014-09-10,1094.324462890625,1112.2535557266738,1090.557699097418,1110.2544243711911,1258768
2014-09-11,1093.5665283203125,1104.5300988188483,1090.6835305597886,1098.4696178896577,1075622
2014-09-12,1097.4598388671875,1104.509406136934,1091.399253712811,1098.4698850172226,1196210
2014-09-15,1076.7110595703125,1102.089525046093,1074.9012991663071,1100.1534831717802,1151544
2014-09-16,1073.5755615234375,1083.739524115065,1070.692562853874,1079.9516966521387,1535608
2014-09-17,1090.5574951171875,1096.2602998359173,1077.8472513215413,1077.8472513215413,1657700
2014-09-18,1112.0640869140625,1116.0623492727864,1086.2647524069653,1090.7680378817747,1483078
2014-09-19,1142.3245849609375,1153.1830443964095,1111.9378114216472,1112.3586811458795,3587864
2014-09-22,1145.5228271484375,1150.6574154013463,1126.3521975010435,1142.2400239207218,999584
2014-09-23,1131.3822021484375,1171.04918172189,1129.3199811809952,1146.4493618894862,2055990
2014-09-24,1112.3585205078125,1139.2731149353924,1108.0446064574135,1133.4020036804916,2442132
2014-09-25,1139.9674072265625,1146.869627369636,1119.513104147975,1119.9129097063262,2473158
2014-09-26,1129.6141357421875,1146.8276632526104,1123.7640887328969,1140.5567465951297,1612712
2014-09-29,1164.9456787109375,1168.1021998708063,1125.9521617498933,1134.411576807538,2089534
2014-09-30,1151.7523193359375,1168.6080723841396,1139.778491495766,1167.0508746966564,2788954
2014-10-01,1168.16552734375,1179.276442013789,1151.9199221241042,1158.23296517557,2142022
2014-10-07,1149.54248046875,1195.1436501890487,1147.1224797268578,1153.0146554462474,3457674
2014-10-08,1129.2774658203125,1153.1618193353436,1114.988961228117,1152.341144037967,1962442
2014-10-09,1138.89404296875,1146.1540425573455,1130.666022884738,1139.7147180241468,1685176
2014-10-10,1127.29931640625,1147.9008644720234,1123.090620059764,1138.8732313590863,2344362
2014-10-13,1143.3134765625,1146.785651200221,1123.7219736624168,1127.9306701929875,2209532
2014-10-14,1136.0113525390625,1151.3730949507997,1127.4256526752467,1148.974158466914,2369406
2014-10-15,1136.0113525390625,1136.0113525390625,1136.0113525390625,1136.0113525390625,0
2014-10-16,1127.1309814453125,1161.0109861866415,1121.3018960507582,1148.974073836378,3848014
2014-10-17,1027.4053955078125,1056.950512487527,1022.7127423379454,1041.6518671960555,9892812
2014-10-20,1019.893310546875,1049.4804636382125,1017.6416171121224,1047.9652919950227,3399242
2014-10-21,1024.1439208984375,1028.4999618373495,1016.3999622863217,1020.9664380000341,1950732
2014-10-22,1031.9090576171875,1047.5443204559535,1029.0681881261962,1045.8608422390698,2067664
2014-10-27,1034.1397705078125,1060.4651864210498,1029.0051815708268,1060.1705982302524,2797208
2014-10-28,1043.1671142578125,1045.818509729983,1032.582185387651,1045.818509729983,2289958
2014-10-29,1056.85205078125,1060.2047061695714,1042.9141759575778,1043.7576164557238,2425016
2014-10-30,1078.8448486328125,1085.8875570364085,1058.0962305076155,1063.494270928242,4111292
2014-10-31,1099.7833251953125,1104.90718565509,1080.025687962857,1080.025687962857,3170070
2014-11-03,1092.4031982421875,1117.1370521543959,1088.2492121873986,1117.1370521543959,2541632
2014-11-05,1096.261962890625,1112.4981950780798,1092.2556198833308,1112.4981950780798,2310642
2014-11-07,1085.0233154296875,1103.093971846691,1078.339006256551,1098.4972609113554,2126740
2014-11-10,1083.6734619140625,1088.8817484864544,1075.8084199802265,1085.9719197767533,1541964
2014-11-11,1088.333984375,1093.9428871561709,1077.6644360094522,1087.1953597103347,1249940
2014-11-12,1092.99365234375,1101.1117686001858,1085.9298368998384,1088.0384385248867,1320582
2014-11-13,1091.6024169921875,1098.539698684844,1081.7763086661207,1094.3647068826917,1645540
2014-11-14,1099.1929931640625,1101.1750582307695,1085.9299086578994,1090.2314356654292,1457174
2014-11-17,1104.1910400390625,1107.016547396783,1093.2051980911658,1094.407142954848,1570552
2014-11-18,1090.505615234375,1107.711723257617,1087.9330798992262,1104.907324095735,1467026
2014-11-19,1085.40283203125,1095.629551283997,1078.5287692200623,1095.629551283997,1865746
2014-11-20,1098.771240234375,1100.7955184599814,1079.8360381352309,1091.4122408866706,1795386
2014-11-21,1105.8138427734375,1113.3415913073775,1090.8427721327512,1099.846541715773,2001594
2014-11-24,1120.8060302734375,1123.884609081495,1105.7506360268967,1105.7506360268967,1942766
2014-11-25,1111.6549072265625,1129.9575302969658,1103.2204997362244,1121.7761962149682,2371684
2014-11-26,1107.986083984375,1120.2370828206083,1102.798902208175,1109.145815143485,1584800
2014-11-27,1118.9508056640625,1125.1500752168056,1107.142633960138,1107.9860747961325,1732418
2014-11-28,1114.6068115234375,1135.2288940944456,1111.3806922423807,1121.0802596525355,1989768
2014-12-01,1135.6719970703125,1138.6451466561768,1115.5559534045376,1117.769985634147,1896354
2014-12-02,1120.63720703125,1143.262456575995,1117.284551736936,1135.6925989091997,1436572
2014-12-03,1111.38037109375,1127.4267423486535,1104.2743445347649,1126.7941620481754,3094670
2014-12-04,1112.4771728515625,1124.7281695685986,1109.0823034539642,1123.4630085229646,1285308
2014-12-05,1087.595947265625,1117.474882697969,1084.7282275786583,1113.72150887151,2359676
2014-12-08,1059.698974609375,1094.3643687024705,1054.9967306716821,1094.3643687024705,3232574
2014-12-09,1060.5635986328125,1079.1825132761198,1058.1387063110706,1061.0485359135278,2487940
2014-12-10,1057.6324462890625,1067.7537348967999,1052.698338684605,1060.626702019147,2087970
2014-12-11,1050.9906005859375,1063.9585046986172,1048.818781405989,1054.5542208313332,1938822
2014-12-12,1033.51025390625,1062.7355007692217,1021.6809750618221,1054.3010920329582,2380786
2014-12-15,994.6908569335938,1005.8032315136171,991.9918873492268,1005.761018286731,3487788
2014-12-16,1030.2840576171875,1037.115907596915,988.9343512513025,991.0429532795569,3339140
2014-12-17,1030.7266845703125,1041.6491997729704,1014.342808807262,1034.6486012143528,2287076
2014-12-18,1037.7275390625,1041.016979317547,1026.805020082346,1035.36596620795,1481444
2014-12-19,1058.75,1064.3166877900906,1040.8057792831871,1042.197476970476,1903130
2014-12-22,1059.9522705078125,1066.5311515348494,1043.5051708993274,1065.2659900265044,1643954
2014-12-23,1061.3433837890625,1069.7566825906638,1052.0234275898365,1054.300675866087,1266476
2014-12-24,1045.82421875,1063.0937488547756,1039.8147039695434,1060.6266437086458,3288972
2014-12-26,1056.40966796875,1058.5182701004242,1039.5408509153567,1048.3969798683881,626206
2014-12-29,1063.95849609375,1069.883689085881,1057.2531820343304,1057.6749024898686,778920
2014-12-30,1066.9737548828125,1072.2030468369455,1061.0485624695734,1064.844046198598,701342
2014-12-31,1078.86572265625,1082.302701169557,1064.8435257332283,1068.0907507446473,1573792
2015-01-01,1073.5101318359375,1082.5560116924323,1071.5912838763034,1082.5560116924323,366830
2015-01-02,1087.806884765625,1092.6566703445703,1075.6403105452107,1075.8089575556198,925740
2015-01-05,1071.2745361328125,1096.4301001377996,1064.6956610692062,1088.4596310437119,1754242
2015-01-06,1031.7811279296875,1066.5730594495722,1028.9977322244656,1066.5730594495722,2423784
2015-01-07,1019.5933837890625,1045.5080816069765,1015.2707497174639,1041.6493811559626,2636332
2015-01-08,1030.6005859375,1032.7935119615217,1020.7955842416628,1030.0101154577703,1565408
2015-01-09,1059.4884033203125,1062.693417255847,1033.2151963080862,1035.3237987495313,3197642
2015-01-12,1058.3917236328125,1066.1092279554784,1045.9720777834555,1061.4703033085204,1596006
2015-01-13,1053.415283203125,1067.1211953863867,1045.9087428977068,1062.7353446713732,1468432
2015-01-14,1063.5576171875,1067.711603822912,1054.5117362624853,1061.0484016942264,1787096
2015-01-15,1070.790283203125,1088.776616649138,1064.1059738394258,1068.2177476410445,5009920
2015-01-16,1067.859375,1073.2785238581268,1047.680113645156,1072.7302666922355,5293830
2015-01-19,1058.9400634765625,1075.8088816920394,1055.5662998334672,1069.4830748612355,1135074
2015-01-20,1054.490478515625,1066.9523336766636,1047.2369101195948,1062.7351307767558,2058566
2015-01-21,1060.120849609375,1063.5789365829735,1049.345871908241,1063.5789365829735,2310480
2015-01-22,1060.0155029296875,1063.262729941457,1052.4034278904933,1061.2595577184636,2113214
2015-01-23,1055.8193359375,1067.8172618769754,1052.6564326339953,1060.205187334723,3150380
2015-01-27,1057.277099609375,1062.7492870348406,1051.9950454988639,1061.62953282946,2738736
2015-01-28,1073.144287109375,1075.3837952620306,1057.6360954961542,1057.6783931902112,3121980
2015-01-29,1075.2781982421875,1085.4408902289022,1061.861781798124,1072.4681869301842,3734392
2015-01-30,1048.8253173828125,1088.1026325540302,1043.7333989935746,1082.0599448742112,5817402
2015-02-02,1062.410888671875,1065.4744791151415,1040.3742069563455,1048.8043420947988,3181802
2015-02-03,1081.024658203125,1083.8769660084104,1059.4105447668794,1061.3331289776468,2345054
2015-02-04,1062.4530029296875,1086.7081425027914,1057.2977412240707,1085.1446758691714,2245418
2015-02-05,1078.552490234375,1095.1592788065673,1064.4388915724421,1064.8614556421412,4530168
2015-02-06,1088.4197998046875,1096.4696689036984,1077.8979918947039,1078.80646371013,2136416
2015-02-09,1061.86181640625,1085.610013229075,1056.4107780575193,1082.398483197734,2076432
2015-02-10,1031.5426025390625,1067.5028588626806,1028.098745418269,1060.6361902999815,3799054
2015-02-11,1039.4654541015625,1051.022624233928,1034.1200591643303,1037.4160799859158,2937522
2015-02-12,1040.4166259765625,1047.8749475985665,1034.014818245297,1047.8749475985665,3107980
2015-02-13,1072.7847900390625,1076.5878675812985,1039.6135025873377,1043.7335032580934,4158326
2015-02-16,1092.2440185546875,1096.5541529738205,1079.6515841418538,1081.7644052458497,2364392
2015-02-18,1113.7313232421875,1116.8372114640547,1083.9828440061167,1092.3496360303525,2660014
2015-02-19,1132.91552734375,1135.5565530303063,1113.456429452189,1113.878993562038,2618002
2015-02-20,1130.5919189453125,1140.4165387938524,1116.520507303414,1140.4165387938524,1801588
2015-02-23,1139.5078125,1150.2198572121551,1128.669081048371,1128.669081048371,1614892
2015-02-24,1142.93115234375,1153.6009042974165,1132.050118173179,1138.3885846803078,2199922
2015-02-25,1129.176025390625,1150.2197430118833,1127.3379330346802,1145.148972653271,1767994
2015-02-26,1122.52099609375,1137.8601019371795,1109.3793073029153,1132.0498423877834,1991994
2015-02-27,1125.013916015625,1130.6762354165332,1105.5548126428391,1123.788417852826,2877376
2015-03-02,1127.9932861328125,1144.705727571497,1120.8731384092516,1132.3457197695877,2176038
2015-03-03,1173.0382080078125,1178.9541067513678,1130.8451317743497,1133.3171735867988,3424308
2015-03-04,1160.36181640625,1188.2933638865984,1147.5369458874907,1178.1095208086763,3862994
2015-03-05,1139.423095703125,1170.7984842280218,1132.9156489788068,1162.0514268480358,2173514
2015-03-09,1118.4427490234375,1132.3873651776175,1102.8923685578832,1115.5692923344106,2883174
2015-03-10,1116.7108154296875,1131.7329990861472,1096.660157146765,1119.330693833098,3037052
2015-03-11,1101.434814453125,1123.9997030714144,1097.7373774402436,1116.414695775151,2240200
2015-03-12,1106.717041015625,1109.1889802502662,1094.4838252690147,1108.7664159539058,1827636
2015-03-13,1091.20849609375,1115.5481274965762,1088.1026085470157,1114.724148095933,1586838
2015-03-16,1082.7362060546875,1102.8924965658048,1078.3837744198981,1092.4128843945387,1556296
2015-03-17,1091.779052734375,1101.4980288877405,1080.813532881312,1091.2719963506943,1267318
2015-03-18,1081.490234375,1098.4350048527594,1078.2575548279672,1094.8432074661473,1255170
2015-03-19,1097.0823974609375,1101.1390553916367,1085.187255486331,1088.5254716839192,2448964
2015-03-20,1103.2940673828125,1106.2731658689165,1089.729817355059,1096.976752710354,1963908
2015-03-23,1105.9140625,1111.7666190353855,1101.2025120510127,1105.4281548447618,1566608
2015-03-24,1094.99072265625,1114.301887560398,1091.1031523277388,1111.3439379157553,2394878
2015-03-25,1087.574951171875,1104.5831655612556,1075.5107188415388,1095.033170377195,2224858
2015-03-26,1061.9464111328125,1093.0470825202,1056.8333417041833,1078.9334758002726,3091642
2015-03-27,1062.6644287109375,1086.792781676389,1058.1430125830054,1069.5099478468337,2751776
2015-03-30,1083.51806640625,1085.9478108124335,1064.861896275245,1066.9747174980134,1339006
2015-03-31,1079.20751953125,1085.757262820095,1065.2840536244264,1085.757262820095,2427028
2015-04-01,1074.432861328125,1083.2856641753608,1065.8125925975357,1080.9192633024072,2075758
2015-04-06,1076.39794921875,1082.989889708861,1056.4529369819684,1080.9193661218924,1568542
2015-04-07,1092.3289794921875,1098.2448811219324,1075.0038390050772,1082.8001315912495,1886922
2015-04-08,1116.1611328125,1122.5418940484738,1094.8005931935704,1096.1316292722531,1652134
2015-04-09,1125.9437255859375,1135.6204067846322,1113.5202732736238,1123.59847308919,2544450
2015-04-10,1121.3800048828125,1128.5847467907295,1110.498974218382,1119.1615423201615,1815544
2015-04-13,1122.119140625,1126.1335001941725,1110.4986260826586,1125.7109360289965,1308642
